id,prevExp,jobResp,training,research,gathering,engage,metrics,socialMedia,degree,security,position,newsroom,researchFreq,engageFreq,subregion
1565,2,"1:2,2:1,3:0,4:0,5:0,6:0,7:0,8:0,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:0,17:2,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","3,11,20,23,24","14,15","1,2","1,2,16","1,2","1:2,2:2,3:2,4:2,5:2,6:2,7:2,8:1,9:1,10:1,11:1,12:1",1,"2,3,8",7,6,"1:2,2:2,3:2,4:2,5:0,6:0,7:0,8:0","1:3,2:2,3:1,4:1,5:2,6:2,7:2",Middle East and North Africa
1567,1,"1:0,2:2,3:2,4:0,5:0,6:3,7:3,8:3,9:0,10:0,11:3,12:0,13:0,14:0,15:0,16:0,17:2,18:0,19:0,20:0,21:3,22:2,23:3,24:0,25:3","7,10,14,23,24","1,2,3,4,9,15","1,2,3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21","1,2,3,7,8,9,11,12,13,16","2,5,7,11,16,17,19,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",4,"6,8",6,4,"1:3,2:2,3:0,4:3,5:2,6:3,7:3,8:3","1:3,2:3,3:0,4:1,5:3,6:3,7:3",Middle East and North Africa
1568,"1,3","1:2,2:3,3:3,4:3,5:2,6:1,7:0,8:2,9:0,10:2,11:1,12:3,13:2,14:0,15:0,16:3,17:3,18:0,19:1,20:1,21:0,22:1,23:3,24:0,25:3","1,4,8,23,24","1,2,4,15","1,3,9,12,18,20","2,5,13,16","2,3","1:2,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:3,12:3",null,"2,3,8",1,6,"1:2,2:1,3:0,4:2,5:2,6:2,7:1,8:2","1:3,2:3,3:0,4:2,5:3,6:2,7:2",Middle East and North Africa
1569,"3,4",null,"23,24",15,null,16,null,null,null,8,8,1,null,null,null
1571,"1,2,3,6","1:2,2:0,3:0,4:0,5:0,6:3,7:1,8:2,9:3,10:0,11:2,12:3,13:0,14:0,15:2,16:3,17:3,18:1,19:0,20:0,21:2,22:2,23:3,24:3,25:3","1,2,5,12,23,24","1,14,15","2,3,7,8,13,15,17,18,20,21","7,8,11,15,16","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23","1:3,2:3,3:3,4:1,5:2,6:3,7:3,8:2,9:3,10:3,11:3,12:2",1,"6,7,8",6,6,"1:2,2:2,3:1,4:1,5:0,6:2,7:0,8:1","1:3,2:2,3:2,4:3,5:3,6:1,7:2",Middle East and North Africa
1572,7,"1:1,2:3,3:3,4:3,5:2,6:0,7:0,8:3,9:0,10:0,11:3,12:0,13:2,14:0,15:0,16:0,17:1,18:3,19:2,20:1,21:3,22:3,23:3,24:2,25:3","23,24","2,9,15","3,9,12,17",16,null,null,1,8,3,1,"1:2,2:0,4:2,5:1,6:0,7:0,8:2",null,null
1573,7,null,"23,24",15,null,16,null,null,1,8,7,1,null,null,null
1574,4,"1:3,2:3,3:1,4:3,5:2,6:2,7:3,8:2,9:2,10:2,11:3,12:2,13:2,14:3,15:3,16:2,17:1,18:1,19:2,20:1,21:2,22:1,23:2,24:2,25:1","4,14,18,23,24","2,3,4,15","1,2,4,5,9,10,11,20","2,4,5,16","5,10,15,20","1:3,2:3,3:3,4:3,5:2,6:2,7:2,8:3,9:3,10:3,11:3,12:3",1,"2,8",8,4,"1:3,2:3,3:1,4:3,5:3,6:3,7:3,8:3","1:3,2:3,3:1,4:3,5:3,6:3,7:3",Middle East and North Africa
1576,2,"1:2,2:2,3:1,4:2,5:1,7:1,8:1,9:2,10:1,11:1,12:1,13:1,14:1,15:1,16:1,17:1,18:1,19:1,20:1,21:1,22:1,23:1,24:0,25:1","1,2,4,23,24","13,15","2,9,10,16,20","12,13,14,16",22,"1:2,2:3,4:1,5:1,6:1,7:3,8:1,10:1,11:1,12:1",4,"6,8",7,6,"1:2,2:2,3:2,4:2,5:1,6:1,7:1,8:1","1:0,2:1,3:2,4:1,5:1,6:1,7:0",Middle East and North Africa
1577,"3,4,5,6","1:3,2:2,3:3,4:3,5:3,6:1,7:1,8:3,9:1,10:1,11:2,12:3,13:0,15:3,16:3,17:3,18:0,19:0,21:1,23:1,25:3","2,5,23,24","1,4,8,15","1,2,3,9,10,11,14,20","1,2,11,16","1,2","1:1,2:3,3:3,4:3,5:3",null,"6,8",7,6,"1:3,2:3,3:0,4:3,5:3,6:0,7:0,8:0","1:3,2:3",Middle East and North Africa
1578,2,"1:1,2:0,3:3,4:0,5:2,6:1,7:2,8:0,9:0,10:0,11:2,12:2,13:0,14:0,15:0,16:2,17:3,18:2,19:0,20:0,21:0,22:0,23:2,24:2,25:1","2,11,18,23,24","4,15","1,20","2,12,16",14,"1:2,2:2,3:2,4:2,5:1,6:2,7:2,8:2,9:2,10:1,11:1,12:3",1,8,7,1,"1:1,2:0,3:0,4:0,5:0,6:0,7:0,8:1","1:2,2:2,3:0,4:0,5:0,6:1,7:1",Middle East and North Africa
1579,"1,2,3,5","1:3,2:2,3:2,4:2,5:1,6:2,7:1,8:3,9:2,10:1,14:0,15:1,16:2,17:2,18:2,19:1,20:2,21:2,22:2,23:3,24:3,25:3","23,24",15,null,16,null,null,"2,4",8,5,1,null,null,null
1580,7,"1:3,2:3,3:3,4:3,5:3,6:2,7:0,8:3,9:2,10:3,11:3,12:3,13:2,14:2,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","2,4,5,6,23,24","1,2,3,4,15","1,2,3,9,13,15,18,20,21","1,2,4,7,16","2,3,4,5","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",4,"2,8",8,4,"1:3,2:2,3:2,4:2,5:3,6:3,7:2,8:3","1:3,2:3,3:3,4:3,5:3,6:2,7:2",Middle East and North Africa
1581,"1,2","1:3,2:3,3:0,4:1,5:2,6:0,7:1,8:3,9:1,10:0,11:2,12:0,13:1,14:0,15:0,16:0,18:0,19:0,20:1,21:1,22:0,23:1,24:0,25:1","2,4,6,23,24","4,9,15","1,3,9,10,20,21","1,2,7,16",22,"1:1,2:2,3:2,4:2,5:1,6:0,7:1,8:1,9:1,10:0,11:0,12:2",4,"6,8",7,1,"1:2,2:1,3:0,4:1,5:1,6:0,7:0,8:1","1:1,2:1,3:1,4:2,5:1,7:1",Middle East and North Africa
1582,1,"1:2,2:2,3:2,5:3,6:3,7:0,8:1,9:1,10:1,11:2,12:0,13:0,14:0,15:0,16:3,18:0,19:0,20:0,21:0,22:0,23:2,24:2,25:3","1,2,3,4,6,7,17,23,24","1,2,3,4,5,10,12,15","1,3,7,8,9,12,14,15,20","2,7,13,16","2,3,4,6,7,8,11,15,16,17,18,21","1:2,2:3,3:3,4:3,5:2,6:3,7:3,8:2,9:2,10:3,11:3,12:3",1,"7,8",8,6,"1:3,2:1,3:3,4:3,5:2,6:1,7:3,8:3","1:3,2:3,3:2,4:1,5:0,6:3,7:3",Middle East and North Africa
1583,5,"1:3,2:2,3:3,4:3,5:3,6:2,7:1,8:2,9:1,10:1,11:2,12:2,13:3,14:1,15:1,16:2,17:3,18:2,19:2,20:3,21:3,22:3,23:3,24:2,25:2","10,13,17,23,24","4,8,15","1,2,9,10","1,2,4,16","2,3,4","1:3,2:3,3:3,4:3,5:2,6:2,7:3,8:2,9:3,10:3,11:3,12:2",1,8,8,1,"1:2,2:3,3:2,4:2,5:2,6:2,7:2,8:2","1:2,2:2,3:1,4:2,5:2,6:1,7:1",North America
1585,3,"1:3,2:3,4:3,7:3,10:2,11:3,12:3,13:3,15:2,17:3,18:3,19:1,20:2,21:3,22:3,23:2,25:3","2,4,5,6,10,18,19,20,23,24","4,9,11,15","3,9,13,14,16,17,19,20,21","5,7,9,12,16","2,3,5,10,14,15,16,17,21","1:2,2:2,3:3,4:3,5:3,6:3,7:3,8:2,9:2,11:2,12:2",3,"6,8",5,6,"1:1,2:1,4:2,7:2,8:2","1:2,4:3,7:3",Middle East and North Africa
1586,2,"1:1,2:0,3:3,4:3,5:3,6:0,7:0,8:3,9:2,10:0,11:1,12:1,13:1,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:0","23,24","1,4,15","1,2,3,9,10,20","4,16",null,"1:2,2:3,3:2,4:2,5:1,6:0,7:2,8:2,9:2,10:2,11:2,12:2",3,8,5,6,"1:3,2:1,3:1,4:2,5:1,6:1,7:0,8:0",5:00,null
1587,4,null,"23,24",15,null,16,null,null,null,8,6,6,null,null,null
1588,"1,2,3,4","1:3,2:3,3:1,4:2,5:0,6:2,7:3,8:3,9:3,10:2,11:3,12:2,13:0,14:1,15:2,16:3,17:3,18:3,19:1,20:3,21:2,22:3,23:3,24:3,25:1","23,24",15,"1,2,9,10,12,13,14,20,21",16,null,null,1,8,10,4,"1:3,2:2,3:2,4:2,5:1,6:3,7:2,8:2",null,null
1590,5,null,"23,24",15,null,16,null,null,4,8,8,1,null,null,null
1591,3,"1:1,2:1,3:1,4:1,5:1,6:3,7:2,8:2,9:2,10:2,11:3,12:3,13:3,14:1,15:1,16:3,17:3,18:1,19:1,20:1,21:1,22:1,23:1,24:1,25:3","23,24",15,"1,2,9,10,11,12,14,15,20",16,null,null,1,8,8,6,"1:2,2:3,3:1,4:3,5:1,6:3,7:1,8:3",null,null
1592,"1,4,5",null,"23,24",15,null,16,null,null,1,8,7,6,null,null,null
1593,"1,2,3","1:3,2:0,3:0,4:0,5:0,6:3,7:3,8:3,9:0,10:0,11:3,12:3,13:0,14:0,15:0,16:3,17:3,18:0,19:0,20:0,21:3,22:3,23:3,24:0,25:0","7,10,14,23,24","1,2,4,15","1,2,3,5,7,8,9,10,11,12,13,14,16,17,18,19,20,21","1,2,7,9,11,12,13,16",22,"1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",1,"6,8",6,4,"1:3,2:3,3:0,4:3,5:1,6:3,7:3,8:3","1:3,2:3,3:0,4:1,5:3,6:3,7:3",Middle East and North Africa
1594,"1,3,5","1:3,2:1,3:2,4:2,6:3,8:2,9:3,10:1,11:2,12:2,13:1,14:2,15:1,16:3,17:3,18:0,19:2,20:2,21:2,22:2,23:2,24:1,25:3","1,3,7,13,15,20,23,24","9,10,12,15","1,3,7,9,11,13,15,18,19,20","2,3,8,10,11,13,16","3,6,8,12,14,17,18,20,21","1:3,2:3,3:3,4:3,5:2,6:3,7:3,8:3,9:1,10:3,11:2,12:3",4,"6,8",7,4,"1:2,2:3,3:3,4:3,5:1,6:2,7:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3",Middle East and North Africa
1595,"2,5","1:2,2:1,3:2,4:2,5:0,6:1,7:2,8:3,9:1,10:1,11:3,12:2,13:0,14:0,15:2,17:3,18:1,19:1,20:1,21:2,22:0,23:2,24:0,25:2","2,4,19,23,24","1,2,9,15","1,2,9,17,20","2,12,13,16","1,21","1:2,2:2,3:3,4:2,5:2,6:3,7:2,8:2,9:3,10:2,11:3,12:3",1,"2,8",5,6,"1:2,2:2,3:0,4:1,5:0,6:2,7:1,8:1","1:3,2:2,3:0,4:1,5:3,6:1,7:1",Middle East and North Africa
1596,"1,3","1:3,2:2,3:2,4:2,5:0,6:0,7:1,8:3,9:3,10:2,11:3,12:3,13:1,14:0,15:3,16:3,17:3,18:1,19:2,20:3,21:3,22:3,23:3,24:2,25:3","12,13,17,19,23,24","2,4,12,15","1,2,3,7,8,9,10,12,14,17,20,21","1,2,8,16","2,3,4,5,6,7,8,9,10,11,12,13,16,20,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",null,"2,3,4,5,8",7,4,"1:3,2:2,3:2,4:3,5:3,6:3,7:2,8:2","1:3,2:3,3:1,4:2,5:3,6:2,7:2",Middle East and North Africa
1598,"1,3","1:2,2:2,3:1,4:1,5:1,6:0,7:0,8:2,9:0,10:0,11:2,12:1,13:0,14:0,15:0,16:2,17:0,18:1,19:0,20:0,21:0,22:0,23:0,24:0,25:0","2,8,11,23,24","2,3,6,15","1,9,10,20","2,12,13,16","3,14,21","1:1,2:2,3:2,4:2,5:2,6:2,7:2,8:3,9:3,10:2,11:2,12:2",1,"6,8",10,1,"1:2,2:1,3:1,4:3,5:0,6:2,7:0,8:1","1:3,2:3,3:1,4:2,5:2,6:0,7:0",Middle East and North Africa
1599,"1,5,6","1:3,2:3,3:2,4:3,5:1,6:0,8:2,9:1,11:2,14:0","1,2,5,6,17,19,21,23,24","1,2,3,4,5,10,11,15","1,2,5,9,10,11,13,14,15,20,21","2,8,13,16","1,2,5,7,9,12,15,18,19","1:3,3:3,4:3,6:2,11:3,12:3",1,"6,8",5,4,"1:3,2:3,3:3,4:3,5:3,6:3,8:2","1:3,2:3,3:3,4:3,5:3",Middle East and North Africa
1600,"1,2","1:2,2:1,3:1,4:1,5:2,6:2,7:1,8:3,9:2,10:1,12:1,13:2,14:2,15:2,16:2,17:3,18:2,19:1,20:2,21:1,22:1,23:1,24:1,25:2","1,23,24","1,4,15","1,2,3,5,9,20","1,2,13,16","1,3,6,11,15","1:2,2:3,3:2,4:1,5:1,6:3,7:2,8:2,9:2,10:3,11:2,12:3",1,"2,4,8",4,6,"1:3,2:2,3:2,4:3,5:2,6:3,7:2,8:2","1:3,2:3,3:3,4:3,5:3,6:2,7:2",Middle East and North Africa
1601,"1,2,4","1:3,2:3,3:1,4:2,5:0,6:2,7:2,8:3,9:3,10:2,11:3,12:3,13:0,14:0,15:2,16:3,17:3,18:3,19:2,20:2,21:2,22:3,23:3,24:3,25:0","14,15,16,19,23,24","4,9,12,15","1,2,9,10,12,13,14,16,20","2,12,16","2,3,7,8,9,13,19","1:3,2:3,3:3,4:2,5:2,6:2,7:3,8:2,9:3,10:3,11:3,12:3",1,"6,8",7,4,"1:3,3:1,4:3,5:2,6:3,7:1,8:3","1:3,2:3",Middle East and North Africa
1602,"1,3","1:3,3:3,4:3,5:1,6:1,11:3,12:3","1,2,4,5,6,8,10,11,13,15,16,18,19,21,23,24","2,3,4,5,10,15","1,7,8,9,20","2,4,16","1,2,8,16,21","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:2,11:0,12:0",4,"6,8",1,2,"1:3,2:3,3:3,4:3,5:2,6:1,7:1,8:3","1:3,2:3,3:1,5:1,6:2,7:2",Middle East and North Africa
1603,"2,6",null,"23,24",15,null,16,null,null,"1,2",8,5,4,null,null,null
1604,4,"1:2,2:2,3:1,4:1,5:0,6:3,7:0,8:2,9:2,10:2,11:2,12:1,13:0,14:0,15:2,16:3,17:3,18:3,19:3,20:0,21:2,22:3,23:3,24:1,25:3","2,3,4,23,24","4,7,15","1,2,10,12,20","2,16","3,4,5,8","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",4,"6,8",5,3,"1:3,2:3,3:2,4:3,5:1,6:0,7:3,8:3","1:3,2:3,3:1,4:2,5:1,6:3,7:3",Middle East and North Africa
1605,3,null,"23,24",15,null,16,null,null,1,8,5,1,null,null,null
1606,2,"1:3,2:3,4:3,6:3,7:3,8:3,17:3","1,4,5,23,24","3,4,15","1,2,3,9,10,12,20","2,16","2,3,4,5,13,14","1:1,2:2,3:2,4:2,5:2,6:3,7:3,8:3,9:3,10:3,11:3,12:2",1,"6,8",8,4,"1:3,2:2,3:2,4:3,7:2,8:2","1:3,2:3,3:2,4:2,5:2,6:2,7:2",Middle East and North Africa
1607,"2,3,4,5,6","1:3,2:2,3:3,4:3,5:2,6:2,7:3,8:3,9:3,10:3,11:3,12:3,13:3,14:3,15:3,16:3,17:3,18:3,19:3,20:3,21:3,22:3,23:3,24:3,25:3","1,2,4,8,23,24","1,4,12,15","1,2,4,5,9,10,11,13,14,17,20","1,2,4,16","1,2,3,4,5,6,7,9,10,11,13,15,16,17,19","1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3,9:3,10:3,11:2,12:3",3,"2,3,4,5,8",8,4,"1:3,2:3,3:3,4:3,5:3,6:3,7:3,8:3","1:3,2:3,3:3,4:3,5:3,6:3,7:3",Middle East and North Africa
1608,"1,3","1:3,2:1,3:0,4:0,5:0,6:0,7:0,8:2,9:2,10:1,11:3,12:0,13:0,14:0,15:2,16:0,17:1,18:0,19:0,20:0,21:0,22:0,23:1,24:0,25:0","2,4,10,23,24","4,8,9,15","1,2,7,9,10,14,17,18,20","2,12,16",22,"1:3,2:3,3:3,4:1,5:3,6:3,7:3,8:2,9:3,10:2,11:1,12:3",1,"6,8",5,4,"1:3,2:3,3:2,4:3,5:0,6:3,7:1,8:3","1:3,2:3,3:1,4:3,5:2,6:0,7:0",Middle East and North Africa
1609,"1,3,4,6","1:3,2:3,3:1,4:1,5:1,6:1,7:1,8:3,9:3,10:3,11:3,12:3,13:2,14:1,15:3,16:3,17:3,18:0,20:2,21:3,22:3,23:3,24:1,25:3","2,4,23,24","8,9,11,15","1,2,9,13,15,20,21","2,10,12,16","2,3,4,6,7,8,13,17,20,21","1:3,2:1,3:2,4:2,5:2,6:3,7:2,8:2,9:2,10:3,11:3,12:3",4,"6,8",7,4,"1:2,2:2,3:1,4:1,5:1,6:0,7:0,8:1","1:3,2:3,3:2,4:2,5:1,6:2,7:2",null
1610,"1,3","1:2,2:2,3:2,4:2,5:2,7:2,9:2,11:2,16:2,17:2,20:2,21:2,23:2","1,2,4,16,17,23,24","1,6,9,15","1,2,3,7,8,9","1,2,4,16","2,3,11,20","1:2,2:2,3:2,4:2,6:3,8:3,9:3,11:2","1,2","2,8",7,3,"1:2,2:3,4:2,5:2","1:3,4:3,5:3",Middle East and North Africa
1611,1,null,"23,24",15,null,16,null,null,2,8,7,6,null,null,null
1612,1,"1:2,2:1,3:3,4:0,5:1,6:1,7:0,8:0,9:0,10:0,11:1,12:0,13:1,14:0,15:0,16:0,17:2,18:2,19:1,20:1,21:1,23:0,24:0,25:3","1,2,5,23,24","1,2,4,15","1,3,9,10,11,12,14,18,20","2,11,13,16","6,11","1:3,2:3,3:2,4:1,5:2,6:3,7:3,8:2,9:3,10:2,11:2,12:3","1,4","2,4,8",9,1,"1:2,2:0,3:0,4:2,5:2,6:2,7:1,8:2","1:3,2:3,3:0,4:2,5:2,7:1",Middle East and North Africa
1613,6,"1:3,2:2,3:3,4:3,5:3,6:3,7:2,8:3,9:3,10:2,11:2,12:2,13:2,14:1,15:1,16:2,17:3,18:1,19:1,20:1,21:1,22:3,23:3,24:3,25:3","1,2,10,23,24","2,4,9,15","1,3,9,10,11,12,14,17,20","2,3,5,16","3,4,5,8,14,15,19,20,21","1:3,2:3,3:2,6:3,8:2,11:3,12:3",null,"2,8",5,4,"1:3,3:3,4:3,5:3,8:3","1:3,2:3,3:3",Middle East and North Africa
1614,6,"1:2,2:1,3:3,4:3,5:3,6:2,7:1,8:2,9:2,10:2,11:1,12:1,13:3,14:2,15:2","23,24","2,3,9,15","1,3,9,10,11,21","1,2,5,16",null,"1:3,2:3",null,8,8,6,null,"1:2,2:3,6:2,7:2",null
1615,"2,4","1:2,2:3,3:3,4:3,5:3,6:2,7:2,8:2,9:2,10:3,11:2,12:2,13:3,14:0,15:3,16:2,17:2,18:2,19:2,20:2,21:2,22:2,23:3,24:0,25:2","1,2,10,23,24","1,9,15","1,2,5,8,9,10,11,12,13,14,18,19,21","1,2,11,13,16","2,6,7","1:2,2:3,3:2,4:3,5:3,6:2,7:3,8:3,9:3,10:3,11:3,12:3",3,"6,8",2,6,"1:3,2:2,3:1,4:3,5:2,6:3,7:2,8:3","1:2,2:3,3:1,4:2,5:3,6:3,7:3",Middle East and North Africa
1616,2,"1:2,2:1,3:3,4:2,5:2,6:0,7:2,8:3,9:0,10:0,11:2,12:2,13:1,14:0,15:0,16:3,17:3,18:1,19:0,20:1,21:0,22:1,23:2,24:0,25:2","1,2,3,23,24","1,2,3,15","1,3,10,11,12,18","2,11,16","1,2,11","1:3,2:3,3:2,4:2,5:2,6:3,7:3,8:2,9:1,10:1,11:3,12:3",null,"6,8",8,6,"1:3,2:0,3:0,4:1,5:1,6:3,7:1,8:2","1:3,2:3,3:0,4:1,5:2,6:1,7:1",Middle East and North Africa
1617,3,"1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:2,9:2,10:1,11:2,12:2,13:0,14:0,15:2,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:2,24:0,25:2","4,18,21,23,24","1,4,15","7,8,9,15,18,20","2,5,16","9,21","1:1,2:3,3:2,4:2,5:2,6:3,7:3,8:2,9:3,10:2,11:0,12:3",null,"6,8",5,6,"1:0,2:1,3:1,4:0,5:0,6:2,7:2,8:0","1:3,2:3,3:2,4:0,5:2,6:0,7:0",Middle East and North Africa
1618,"3,4,5","1:3,2:3,3:3,4:3,5:2,6:3,7:2,8:2,9:2,10:3,11:3,13:2,14:2,15:2,16:3,17:3,18:2,20:3,21:3,22:3,23:3,24:2,25:2","1,5,19,23,24","4,5,7,15","1,2,3,10,11,12,13,16,20","2,4,5,16","2,3,6","1:2,2:2,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",1,"3,8",8,1,"1:3,2:3,3:2,4:3,5:3,6:2,7:3,8:3","1:3,2:3,3:2,4:3,5:2,6:3,7:3",Middle East and North Africa
1620,"1,2","1:2,2:1,3:1,4:2,5:0,6:2,7:2,8:3,9:3,10:3,11:2,12:2,13:3,14:2,15:2,16:2,17:2,18:2,19:0,20:1,21:2,23:1","23,24","2,15","3,7,9,10,17,18",16,null,null,1,8,5,4,"1:2,2:1,3:0,4:2",null,null
1621,"1,2,3","1:2,2:3,3:2,4:2,5:2,7:1,8:2,9:2,10:1,11:2,12:2,13:3,14:2,15:2,16:2,17:3,18:1,19:1,20:2,21:1,22:2,23:2,24:0,25:3","2,8,12,23,24","3,4,8,15","3,9,11,14,15,20","1,2,8,16",1,"1:2,2:2,3:2,4:2,5:1,6:3,7:1,8:1,9:3,10:3,11:3,12:2",null,"1,8",5,3,"1:2,2:1,3:1,4:2,5:3,6:2,7:1,8:2","1:3,2:2,3:0,4:1,5:2,6:2",Middle East and North Africa
1622,"1,3","1:2,2:2,3:0,4:0,5:0,6:3,7:1,8:2,9:1,10:0,11:0,12:2,13:1,14:0,15:0,16:3,17:3,18:2,19:0,20:0,21:2,22:2,23:0,24:0,25:2","1,5,8,23,24","1,4,9,15","1,2,3,7,8,9,12,14,18,19,20","2,11,13,16","5,18,20,21","1:3,2:3,3:2,4:2,5:2,6:2,7:3,8:2,9:3,10:3,11:3,12:1",1,"6,8",6,6,"1:3,2:3,3:3,4:2,5:2,6:3,7:2,8:2","1:3,2:3,3:3,4:1,5:3,6:1,7:3",Sub-Saharan Africa
1624,2,"1:3,2:3,3:2,4:2,5:2,6:2,7:2,8:2,9:3,10:3,11:2,12:3,13:2,14:2,15:2,16:3,17:3,18:3,19:2,20:3,21:3,22:3,23:2,24:3,25:3","4,23,24","1,15",1,"1,16",19,"1:3,2:3,3:2,4:2,5:3,6:3,7:3,8:3,9:3,10:3,11:2,12:3",1,"2,8",8,4,"1:3,2:2,3:3,4:2,5:2,6:3,7:2,8:3","1:3,2:3,3:3,4:3,5:3,6:2,7:3",Sub-Saharan Africa
1625,"1,3,6",null,"23,24",15,null,16,null,null,4,8,4,3,null,null,null
1626,1,"1:0,2:0,3:2,4:1,5:0,6:0,7:0,8:1,9:0,10:0,11:0,12:0,13:0,14:0,15:0,16:1,17:1,18:0,19:0,20:1,21:0,22:0,23:1,24:0,25:0","3,5,8,14,17,19,23,24","3,4,15","1,8,9,12,14,19,20","2,13,16",18,"1:2,2:3,3:3,4:2,5:0,6:2,7:3,8:2,9:3,10:2,11:1,12:1",1,"6,8",6,6,"1:2,2:0,3:1,4:1,5:1,6:0,7:1,8:1","1:2,4:1",Sub-Saharan Africa
1628,"2,3,4,6",null,"23,24",15,null,16,null,null,1,8,6,4,null,null,null
1629,"2,3","1:1,2:1,3:3,4:0,5:0,6:0,7:1,8:2,9:1,10:0,11:0,12:0,14:0,16:3,17:3,18:3,19:0,20:2,21:3,22:3,23:3,24:3,25:3","1,7,12,23,24","1,4,14,15","1,2,3,7,20","2,13,15,16","2,5,12,21","1:2,2:3,3:3,4:3,5:1,6:3,7:3,8:2,9:3,10:3,11:2,12:3",1,"6,8",8,1,"1:2,2:2,3:0,4:0,5:0,6:2,7:0,8:0","1:3,2:3,3:0,4:0,5:3,6:0,7:0",Sub-Saharan Africa
1630,1,"1:3,2:1,3:0,4:0,5:0,6:2,7:1,8:2,9:1,10:0,11:0,12:0,13:0,14:0,15:0,16:2,17:1,18:1,19:0,20:1,21:1,22:1,23:1,24:2,25:2","23,24","4,6,10,12,15","2,3,9,12,14,20","2,13,16",null,"1:3,2:3,3:3,4:1,5:3,6:2,7:3,8:3,9:1,10:1,11:0,12:1",null,"4,8",8,2,"1:1,2:3,3:0,4:1,5:0,6:0,7:3,8:3","1:1,2:3,3:0,4:0,5:1,6:2,7:3",null
1631,"1,6","1:3,2:0,3:2,4:3,5:0,6:0,7:0,8:1,9:1,10:1,11:0,12:0,13:0,14:0,15:0,16:0,17:0,18:0,19:0,20:0,21:0,22:0,23:0,24:0,25:0","1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24","2,4,9,15","1,2,5,9,10,11","14,16",22,"1:3,2:3,3:3,4:2,5:2,6:1,7:3,8:3,9:0,10:0,11:0,12:2","1,4","6,8",6,6,"1:0,2:0,3:0,4:0,5:0,6:0,7:0,8:0","1:0,2:1,3:0,4:0,5:0,6:0,7:0",Europe
1633,"1,2,3","1:2,2:2,4:3,8:3,10:2,11:2,12:2,15:2,16:3,17:3,18:0,19:0,20:1,21:3,22:0,23:1,24:2,25:2","1,5,8,23,24","1,4,15","1,2,8,9,10,12,18,20","2,11,16",21,"1:3,2:3,3:2,4:2,5:3,6:3,7:3,8:3,9:2,10:3,11:3,12:3",3,"6,8",7,1,"1:3,3:0,4:1,5:0,6:3,7:2,8:2","1:3,4:2,5:3,6:2,7:2",Sub-Saharan Africa
1634,"1,5,6","1:3,2:2,3:1,4:1,5:1,6:2,7:1,8:3,9:3,10:2,11:2,12:2,13:1,14:1,15:1,16:2,17:2,18:3,19:2,20:2,21:3,22:3,23:2,24:1,25:3","1,2,3,4,5,7,8,10,11,12,15,16,17,18,19,20,23,24","1,2,4,6,8,10,15","1,2,3,9,17,20","2,7,11,12,13,16","1,3,5,6,12,19,20,21","1:2,2:3,3:3,5:3,6:3,7:3,8:3,9:3,10:3,11:3,12:3",1,"2,8",7,6,"1:3,2:2,3:3,4:3,5:1,6:2,7:2,8:2","1:3,2:3,3:3,4:1,5:3,6:2,7:3",Sub-Saharan Africa
1638,"2,3",null,"23,24",15,null,16,null,null,4,8,10,1,null,null,null
1643,"1,2,3",null,"23,24",15,null,16,null,null,"2,3",8,9,3,null,null,null
1646,"1,3,6","1:3,2:2,3:0,4:0,5:0,6:1,7:0,8:3,9:3,10:3,11:3,12:3,13:0,14:0,15:2,16:3,17:3,18:3,19:3,20:1,21:3,22:3,23:1,24:0,25:0","2,4,5,23,24","4,5,9,15","1,2,9,12,17","1,2,12,16","1,2,4,5,7,21","1:3,2:3,3:3,4:2,5:3,6:3,7:3,8:3,9:3,10:2,11:2,12:3",1,"6,8",7,4,"1:2,2:3,3:1,4:2,5:0,6:3,7:2,8:3","1:3,2:3,3:1,4:2,5:2,6:1,7:1",Sub-Saharan Africa
1647,7,null,"23,24",15,null,16,null,null,1,8,7,1,null,null,null
